review_observation_id,source_event_cluster_id,normalized_borrower,source_ticker,target_ticker,target_prior_identifier,target_prior_facility_type,target_prior_lien,target_prior_currency,target_prior_reference_rate,target_prior_spread,target_prior_maturity,target_prior_funded_status,target_prior_constituent_descriptions,target_prior_aggregation_lot_count,target_prior_evidence_id,target_current_identifier,target_current_facility_type,target_current_lien,target_current_currency,target_current_reference_rate,target_current_spread,target_current_maturity,target_current_funded_status,target_current_constituent_descriptions,target_current_aggregation_lot_count,target_current_evidence_id,target_current_same_facility,target_current_aggregation_valid,position_status,structural_notes
D5EV_79ecfa2da80651a349e27709,D5EC_0eebbe29e45a8e1feabfcba9,realpage,CIK1781870,OTF,"REALPAGE, INC., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,"[""REALPAGE, INC., Second lien senior secured loan""]",1,EVID_7523f50212bb2a4137ee7a7574f1,"RealPage, Inc., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,"[""RealPage, Inc., Second lien senior secured loan""]",1,D5SE_7052f749e67b65c951a13fe7,yes,yes,continuing,"Reviewer I: Identifier and constituent description differ only in letter case ('REALPAGE, INC., Second lien senior secured loan' vs 'RealPage, Inc., Second lien senior secured loan'), which is lender-specific wording rather than a structural difference; facility type other_debt, lien second_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.065, maturity blank, funded status funded and 1 aggregation lot are identical on both sides. | Reviewer J: Prior/current identifier apart from capitalization, other-debt type, second-lien, spread 0.065, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_0e7d36c356bb8ba344365cda,D5EC_86b28a4bd2517beeb7bb3146,realpage,CIK1925531,OTF,"REALPAGE, INC., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,"[""REALPAGE, INC., Second lien senior secured loan""]",1,EVID_7523f50212bb2a4137ee7a7574f1,"RealPage, Inc., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,"[""RealPage, Inc., Second lien senior secured loan""]",1,D5SE_eb8bb3d1b288567c9dc9b97b,yes,yes,continuing,"Reviewer I: Identifier and constituent description differ only in letter case ('REALPAGE, INC., Second lien senior secured loan' vs 'RealPage, Inc., Second lien senior secured loan'), which is lender-specific wording rather than a structural difference; facility type other_debt, lien second_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.065, maturity blank, funded status funded and 1 aggregation lot are identical on both sides. | Reviewer J: Prior/current identifier apart from capitalization, other-debt type, second-lien, spread 0.065, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_291a2a8e8508e0808d00ab51,D5EC_c9c324cc68aa6adbc418e529,realpage,CIK1976719,OTF,"REALPAGE, INC., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,"[""REALPAGE, INC., Second lien senior secured loan""]",1,EVID_7523f50212bb2a4137ee7a7574f1,"RealPage, Inc., Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.065,,funded,"[""RealPage, Inc., Second lien senior secured loan""]",1,D5SE_13cf855db2439fc743c23139,yes,yes,continuing,"Reviewer I: Identifier and constituent description differ only in letter case ('REALPAGE, INC., Second lien senior secured loan' vs 'RealPage, Inc., Second lien senior secured loan'), which is lender-specific wording rather than a structural difference; facility type other_debt, lien second_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.065, maturity blank, funded status funded and 1 aggregation lot are identical on both sides. | Reviewer J: Prior/current identifier apart from capitalization, other-debt type, second-lien, spread 0.065, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_29193e8c4ade8d5fc4130f10,D5EC_ca768146091f11f0764109f7,snap fitness a stock,WHF,CION,"Snap Fitness Holdings, Inc., Class A Common Stock., Equity",common_equity,unknown,UNKNOWN,UNKNOWN,,,funded,"[""Snap Fitness Holdings, Inc., Class A Common Stock., Equity""]",1,EVID_8f1d45389de311eb76ed970c4fe5,,,,,,,,,[],,,uncertain,uncertain,unmatched_disappearance,"Reviewer I: No target-current candidate displayed: current identifier, facility type, lien, currency, reference rate, spread, maturity, funded status, constituent descriptions and aggregation lot count are all blank. Target-prior shows 'Snap Fitness Holdings, Inc., Class A Common Stock., Equity' (common_equity, unknown, currency UNKNOWN, reference rate UNKNOWN, spread blank, maturity blank, funded, 1 lot). Blank current side is missing evidence, not proof of difference, so same-facility and aggregation cannot be judged; displayed structure does not distinguish repayment, sale or amendment, so the position is recorded only as unmatched. | Reviewer J: No current candidate or constituents are displayed for the prior funded common-equity; displayed fields cannot distinguish repayment from sale."
D5EV_81b0639ef3a5df20b12adab1,D5EC_602c8530d231f9fba9925f00,triplepoint acquisition,WHF,SCM,"TriplePoint Acquisition Holdings LLC, Term Loan",term_loan,unknown,UNKNOWN,UNKNOWN,0.055,2029-05-31,funded,"[""TriplePoint Acquisition Holdings LLC, Term Loan""]",1,EVID_413e92bd25af5b22b27395b5bdbd,"TriplePoint Acquisition Holdings LLC, Term Loan",term_loan,unknown,UNKNOWN,UNKNOWN,0.055,2029-05-31,funded,"[""TriplePoint Acquisition Holdings LLC, Term Loan""]",1,D5SE_a540761b12221271199a818b,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('TriplePoint Acquisition Holdings LLC, Term Loan'); facility type term_loan, lien unknown, currency UNKNOWN, reference rate UNKNOWN, spread 0.055, maturity 2029-05-31 and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, term-loan type, spread 0.055, maturity 2029-05-31, funded status, and one-lot constituent descriptions match. lien, currency, and reference rate are not displayed."
D5EV_31024582486f6782c726e217,D5EC_7beb88050506f6633916e47d,xplor t1,ASIF,OTF,"XPLOR T1, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0425,,funded,"[""XPLOR T1, LLC, First lien senior secured loan""]",1,EVID_a8d95e0399402d7c6316a1f6695a,"XPLOR T1, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0425,,funded,"[""XPLOR T1, LLC, First lien senior secured loan""]",1,D5SE_57927ae72a132bd25e4ea1d0,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('XPLOR T1, LLC, First lien senior secured loan'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.0425, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.0425, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_f1023e56f9a8a7322097c229,D5EC_9c901a90cb41a1d677b6d1af,allen media,OFS,CION,"Allen Media, LLC, Senior Secured First Lien Debt, 2/10/2027 Maturity",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,"[""Allen Media, LLC, Senior Secured First Lien Debt, 2/10/2027 Maturity""]",1,EVID_9226784af690840cf2c40013e408,,,,,,,,,[],,,uncertain,uncertain,unmatched_disappearance,"Reviewer I: No target-current candidate displayed: current identifier, facility type, lien, currency, reference rate, spread, maturity, funded status, constituent descriptions and aggregation lot count are all blank. Target-prior shows 'Allen Media, LLC, Senior Secured First Lien Debt, 2/10/2027 Maturity' (other_debt, first_lien, currency UNKNOWN, reference rate UNKNOWN, spread blank, maturity blank, funded, 1 lot). Blank current side is missing evidence, not proof of difference, so same-facility and aggregation cannot be judged; displayed structure does not distinguish repayment, sale or amendment, so the position is recorded only as unmatched. | Reviewer J: No current candidate or constituents are displayed for the prior funded first-lien other-debt; displayed fields cannot distinguish repayment from sale."
D5EV_929a38407e646825ce51d687,D5EC_f1107a6ae848144cdbaa0bb1,asurion,CIK1661306,OTF,"Asurion, LLC, Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0525,,funded,"[""Asurion, LLC, Second lien senior secured loan""]",1,EVID_03d8f527cf2f35f6447c6e5cca62,"Asurion, LLC, Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0525,,funded,"[""Asurion, LLC, Second lien senior secured loan""]",1,D5SE_4e20573d47353e5c039bb489,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Asurion, LLC, Second lien senior secured loan'); facility type other_debt, lien second_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.0525, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, second-lien, spread 0.0525, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_9cb1d48eb2aed8e4c9da7e25,D5EC_2d572b423f82b275bfd30b07,blackhawk network,OBDC,OFS,"Blackhawk Network Holdings, Inc, First Lien Debt",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,"[""Blackhawk Network Holdings, Inc, First Lien Debt""]",1,EVID_1458c288ffd384166686bc2607fe,,,,,,,,,[],,,uncertain,uncertain,unmatched_disappearance,"Reviewer I: No target-current candidate displayed: current identifier, facility type, lien, currency, reference rate, spread, maturity, funded status, constituent descriptions and aggregation lot count are all blank. Target-prior shows 'Blackhawk Network Holdings, Inc, First Lien Debt' (other_debt, first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.05, maturity blank, funded, 1 lot). Blank current side is missing evidence, not proof of difference, so same-facility and aggregation cannot be judged; displayed structure does not distinguish repayment, sale or amendment, so the position is recorded only as unmatched. | Reviewer J: No current candidate or constituents are displayed for the prior funded first-lien other-debt; displayed fields cannot distinguish repayment from sale."
D5EV_b49ae18bce39e03f3ab75565,D5EC_cdef9e7b676f0779d305b4e7,finastra usa,CIK1872371,OTF,"Finastra USA, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0725,,funded,"[""Finastra USA, Inc., First lien senior secured revolving loan""]",1,EVID_72ef47fd85c3c6c6269f470bed8d,"Finastra USA, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0725,,funded,"[""Finastra USA, Inc., First lien senior secured loan""]",1,D5SE_47865f2d06fa740b3ac4d582,no,yes,uncertain,"Prior 'Finastra USA, Inc., First lien senior secured revolving loan' is facility_type revolver, first_lien, funded, spread 0.0725, blank maturity, 1 lot; current 'Finastra USA, Inc., First lien senior secured loan' is facility_type other_debt, first_lien, funded, spread 0.0725, blank maturity, 1 lot. Revolver and non-revolver loan are different facility forms, so same_facility is no despite matching borrower, lien, spread and funded status. The single current constituent description is one coherent first-lien funded loan with known type and lien, so aggregation is valid. For status, no displayed structural field shows a successor or amendment relation between the revolver and the other_debt loan: identifier wording differs only in the dropped 'revolving', maturity is blank on both sides, currency and reference rate are UNKNOWN, and identical spread alone is not amendment evidence. refinancing_amendment therefore lacks structural grounding, and repayment versus sale cannot be distinguished, so uncertain."
D5EV_2872475ec640faf7eb7b6f3a,D5EC_fb54ac0b4ddad64153990661,forescout technologies,ARCC,OTF,"Forescout Technologies, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,"[""Forescout Technologies, Inc., First lien senior secured loan""]",1,EVID_8a4af4404fff633d0e72c3a7c90d,"Forescout Technologies, Inc.",unknown,unknown,UNKNOWN,UNKNOWN,0.05,,funded,"[""Forescout Technologies, Inc.""]",1,D5SE_d79fd2ef6d2c7d2b60d900ea,uncertain,uncertain,uncertain,"Prior 'Forescout Technologies, Inc., First lien senior secured loan' is other_debt, first_lien, funded, spread 0.05, blank maturity, 1 lot; current identifier is the borrower name only, 'Forescout Technologies, Inc.', with facility_type unknown and lien unknown, funded, spread 0.05, blank maturity, 1 lot. Unknown facility type and lien are missing evidence, not confirmation, and borrower equality plus matching spread and funded status are insufficient for identity, so same_facility is uncertain. For aggregation, the single constituent description carries no facility-level detail: a borrower-name-only line with unknown type and lien cannot be shown to represent one coherent economic facility rather than a borrower-level grouping, so lot count 1 alone does not establish validity and aggregation is uncertain. With identity undecided and no structural evidence of repayment, sale or amendment, status is uncertain."
D5EV_44167ecf393fca0a38b730cc,D5EC_482fd8bfe4a7eea7821e6620,inw manufacturing,CSWC,CION,"INW Manufacturing, LLC., Senior Secured First Lien Debt, 3/25/2027 Maturity",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,"[""INW Manufacturing, LLC., Senior Secured First Lien Debt, 3/25/2027 Maturity""]",1,EVID_250c0eadfe5f28e9216462bcdace,,,,,,,,,[],,,uncertain,uncertain,unmatched_disappearance,"Reviewer I: No target-current candidate displayed: current identifier, facility type, lien, currency, reference rate, spread, maturity, funded status, constituent descriptions and aggregation lot count are all blank. Target-prior shows 'INW Manufacturing, LLC., Senior Secured First Lien Debt, 3/25/2027 Maturity' (other_debt, first_lien, currency UNKNOWN, reference rate UNKNOWN, spread blank, maturity blank, funded, 1 lot). Blank current side is missing evidence, not proof of difference, so same-facility and aggregation cannot be judged; displayed structure does not distinguish repayment, sale or amendment, so the position is recorded only as unmatched. | Reviewer J: No current candidate or constituents are displayed for the prior funded first-lien other-debt; displayed fields cannot distinguish repayment from sale."
D5EV_8d88b8aad171e0558438e1d7,D5EC_c63a45369ececb32ef550d49,isagenix international,CSWC,CION,"Isagenix International, LLC., Senior Secured First Lien Debt, 4/14/2028 Maturity",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,"[""Isagenix International, LLC., Senior Secured First Lien Debt, 4/14/2028 Maturity""]",1,EVID_b60623b2e42bdfb6d49eb5bb6f54,,,,,,,,,[],,,uncertain,uncertain,unmatched_disappearance,"Reviewer I: No target-current candidate displayed: current identifier, facility type, lien, currency, reference rate, spread, maturity, funded status, constituent descriptions and aggregation lot count are all blank. Target-prior shows 'Isagenix International, LLC., Senior Secured First Lien Debt, 4/14/2028 Maturity' (other_debt, first_lien, currency UNKNOWN, reference rate UNKNOWN, spread blank, maturity blank, funded, 1 lot). Blank current side is missing evidence, not proof of difference, so same-facility and aggregation cannot be judged; displayed structure does not distinguish repayment, sale or amendment, so the position is recorded only as unmatched. | Reviewer J: No current candidate or constituents are displayed for the prior funded first-lien other-debt; displayed fields cannot distinguish repayment from sale."
D5EV_0886264549f8d1edc918c351,D5EC_13a13ce210b39f91047226c1,lab logistics,CSWC,WHF,"Lab Logistics, LLC First Lien Secured Revolving Loan",revolver,first_lien,UNKNOWN,SOFR,0.0725,2025-12-31,funded,"[""Lab Logistics, LLC First Lien Secured Revolving Loan""]",1,EVID_a52b0ed3ab795f6857a499222c18,"Lab Logistics, LLC First Lien Secured Revolving Loan",revolver,first_lien,UNKNOWN,SOFR,0.0725,2025-12-31,funded,"[""Lab Logistics, LLC First Lien Secured Revolving Loan""]",1,D5SE_c36a095e7e3576731a856d87,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Lab Logistics, LLC First Lien Secured Revolving Loan'); facility type revolver, lien first_lien, currency UNKNOWN, reference rate SOFR, spread 0.0725, maturity 2025-12-31 and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, revolver type, first-lien, reference rate SOFR, spread 0.0725, maturity 2025-12-31, funded status, and one-lot constituent descriptions match. currency is not displayed."
D5EV_12cdbe603d26ce6ee557c68c,D5EC_d5cf15b8c686ce3e7be12091,lift brands a,CSWC,WHF,"Lift Brands, Inc First Lien Secured Term Loan A",term_loan,first_lien,UNKNOWN,SOFR,0.075,2025-06-29,funded,"[""Lift Brands, Inc First Lien Secured Term Loan A""]",1,EVID_daa693067614b0550b4604095cfe,"Lift Brands, Inc First Lien Secured Term Loan A",term_loan,first_lien,UNKNOWN,SOFR,0.075,2025-06-29,funded,"[""Lift Brands, Inc First Lien Secured Term Loan A""]",1,D5SE_1364eab0fbbe881b3ec38a84,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Lift Brands, Inc First Lien Secured Term Loan A'); facility type term_loan, lien first_lien, currency UNKNOWN, reference rate SOFR, spread 0.075, maturity 2025-06-29 and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, term-loan type, first-lien, reference rate SOFR, spread 0.075, maturity 2025-06-29, funded status, and one-lot constituent descriptions match. currency is not displayed."
D5EV_ae9fddd6692c2d1fb78938ed,D5EC_ecb3c214ed5d800666f30c39,lift brands b,CSWC,WHF,"Lift Brands, Inc First Lien Secured Term Loan B",term_loan,first_lien,UNKNOWN,UNKNOWN,0.095,2025-06-29,funded,"[""Lift Brands, Inc First Lien Secured Term Loan B""]",1,EVID_55b2888f95e1d518ee589cdd9c54,"Lift Brands, Inc First Lien Secured Term Loan B",term_loan,first_lien,UNKNOWN,UNKNOWN,,2025-06-29,funded,"[""Lift Brands, Inc First Lien Secured Term Loan B""]",1,D5SE_223d50f7be0216555eb5a923,yes,yes,continuing,"Reviewer I: Identifiers are identical ('Lift Brands, Inc First Lien Secured Term Loan B'), with matching facility type term_loan, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, maturity 2025-06-29, funded status funded and one aggregation lot on each side. The only difference is that the current spread is blank where prior showed 0.095; a blank field is missing information, not a structural conflict, and the distinct 'Term Loan B' tranche label is preserved. | Reviewer J: Prior/current identifier, term-loan type, first-lien, maturity 2025-06-29, funded status, and one-lot constituent descriptions match. currency and reference rate are not displayed. The current spread is not displayed."
D5EV_bdd36469d2423b4d784e3b98,D5EC_a1ca6aebbf08f4c8a07f6d2d,m2s intermediate,OCSL,WHF,"M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan",term_loan,first_lien,UNKNOWN,UNKNOWN,0.0475,2031-08-25,funded,"[""M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan""]",1,EVID_674b71785abfba9685fc502caf86,"M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan",term_loan,first_lien,UNKNOWN,UNKNOWN,0.0473,2031-08-25,funded,"[""M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan""]",1,D5SE_df31330be57f426e2d3841b5,yes,yes,continuing,"Prior and current identifiers are identical, 'M2S Group Intermediate Holdings, Inc. First Lien Secured Term Loan', with facility_type term_loan, first_lien, currency UNKNOWN, reference rate UNKNOWN, maturity 2031-08-25 on both sides, funded on both sides, and one constituent description and 1 lot on each side. The only difference is spread 0.0475 to 0.0473. A spread change alone may be ordinary repricing and does not imply a new facility, so same_facility is yes and the single coherent term-loan lot makes aggregation valid. refinancing_amendment requires structural grounding for a successor or amendment state; here maturity, lien, facility type, funded status, identifier and lot structure are unchanged, so a 2 bp spread move gives no such grounding and the position is continuing."
D5EV_6a95a1a785595ec2522cfccb,D5EC_23dcc5032e759dcd25eebc54,nellson nutraceutical,OBDC,MSDL,"Nellson Nutraceutical, Inc., First Lien Debt",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0575,,funded,"[""Nellson Nutraceutical, Inc., First Lien Debt""]",1,EVID_ce4028084e021f5c9a9d752d2aac,"Nellson Nutraceutical, Inc., First Lien Debt",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0575,,funded,"[""Nellson Nutraceutical, Inc., First Lien Debt""]",1,D5SE_ab471b933f789915a5a80198,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Nellson Nutraceutical, Inc., First Lien Debt'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.0575, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.0575, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_f1018b988fe4aa8a8e1b8ed0,D5EC_f7592964d5fbdb763f0e6b51,petvet care centers,ARCC,OTF,"PetVet Care Centers, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,"[""PetVet Care Centers, LLC, First lien senior secured loan""]",1,EVID_218b15db79e6ed873b385984e881,"PetVet Care Centers, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,"[""PetVet Care Centers, LLC, First lien senior secured loan""]",1,D5SE_e71d53afd9226792aa9fb921,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('PetVet Care Centers, LLC, First lien senior secured loan'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.06, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.06, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_461b4522db818800b411cf81,D5EC_fbb4527273d8c3233b3a9d6b,pye barker fire and safety,ASIF,OTF,"Pye-Barker Fire & Safety, LLC, First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,"[""Pye-Barker Fire & Safety, LLC, First lien senior secured revolving loan""]",1,EVID_2aa1928f18db7e73a95e8f0ff536,"Pye-Barker Fire & Safety, LLC, First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,"[""Pye-Barker Fire & Safety, LLC, First lien senior secured revolving loan""]",1,D5SE_0c467df3658aa96a14a56690,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Pye-Barker Fire & Safety, LLC, First lien senior secured revolving loan'); facility type revolver, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.045, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, revolver type, first-lien, spread 0.045, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_16089877a8f98d5b837ead2b,D5EC_fce2bb2fb601951ab0abd7cd,pye barker fire and safety,ASIF,OTF,"Pye-Barker Fire & Safety, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,"[""Pye-Barker Fire & Safety, LLC, First lien senior secured loan""]",1,EVID_cbe78f0e4d75750cc3b99365ddc4,"Pye-Barker Fire & Safety, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,"[""Pye-Barker Fire & Safety, LLC, First lien senior secured loan""]",1,D5SE_8e0c35a74bd6b98a6dbcd8ab,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Pye-Barker Fire & Safety, LLC, First lien senior secured loan'); facility type other_debt, lien first_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.045, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, first-lien, spread 0.045, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_87a178fe2605a2efcf55fba1,D5EC_4bd5456c38911048cbe47633,triplepoint acquisition,CIK1901037,WHF,TriplePoint Acquisition Holdings LLC First Lien Secured Term Loan,term_loan,first_lien,UNKNOWN,SOFR,0.055,2029-05-31,funded,"[""TriplePoint Acquisition Holdings LLC First Lien Secured Term Loan""]",1,EVID_abcab5920bc3cf25c1f39885c556,TriplePoint Acquisition Holdings LLC First Lien Secured Term Loan,term_loan,first_lien,UNKNOWN,SOFR,0.055,2029-05-31,funded,"[""TriplePoint Acquisition Holdings LLC First Lien Secured Term Loan""]",1,D5SE_78c6e3ab9ef8e1881c4f5afb,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('TriplePoint Acquisition Holdings LLC First Lien Secured Term Loan'); facility type term_loan, lien first_lien, currency UNKNOWN, reference rate SOFR, spread 0.055, maturity 2029-05-31 and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, term-loan type, first-lien, reference rate SOFR, spread 0.055, maturity 2029-05-31, funded status, and one-lot constituent descriptions match. currency is not displayed."
D5EV_d41ba6669cd8282839502643,D5EC_64cedc5a52b94ccefb424b21,triplepoint acquisition,SCM,WHF,TriplePoint Acquisition Holdings LLC First Lien Secured Term Loan,term_loan,first_lien,UNKNOWN,SOFR,0.055,2029-05-31,funded,"[""TriplePoint Acquisition Holdings LLC First Lien Secured Term Loan""]",1,EVID_abcab5920bc3cf25c1f39885c556,TriplePoint Acquisition Holdings LLC First Lien Secured Term Loan,term_loan,first_lien,UNKNOWN,SOFR,0.055,2029-05-31,funded,"[""TriplePoint Acquisition Holdings LLC First Lien Secured Term Loan""]",1,D5SE_0babddcccccfeeb4125f9c5c,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('TriplePoint Acquisition Holdings LLC First Lien Secured Term Loan'); facility type term_loan, lien first_lien, currency UNKNOWN, reference rate SOFR, spread 0.055, maturity 2029-05-31 and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, term-loan type, first-lien, reference rate SOFR, spread 0.055, maturity 2029-05-31, funded status, and one-lot constituent descriptions match. currency is not displayed."
D5EV_0b9ed1b3b2fa2a359dc54177,D5EC_e997e27eca29c000298f067d,asurion,CIK1661306,OTF,"Asurion, LLC, Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0525,,funded,"[""Asurion, LLC, Second lien senior secured loan""]",1,EVID_8fc46debeeec8c603239105807f7,"Asurion, LLC, Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0525,,funded,"[""Asurion, LLC, Second lien senior secured loan""]",1,D5SE_de8a457f1f81c830206a2c13,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Asurion, LLC, Second lien senior secured loan'); facility type other_debt, lien second_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.0525, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, second-lien, spread 0.0525, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
D5EV_6a4eed319e9f8fe7f99747fa,D5EC_f91d1d5046f1b999a4a753fd,idera,OFS,MSDL,"Idera, Inc., Second Lien Debt",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0675,,funded,"[""Idera, Inc., Second Lien Debt""]",1,EVID_8d20d1513b969ff71b8858c56fa3,"Idera, Inc., Second Lien Debt",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0675,,funded,"[""Idera, Inc., Second Lien Debt""]",1,D5SE_59d7d279ce8f472ca243c5b8,yes,yes,continuing,"Reviewer I: Target-prior and target-current identifiers are identical ('Idera, Inc., Second Lien Debt'); facility type other_debt, lien second_lien, currency UNKNOWN, reference rate UNKNOWN, spread 0.0675, maturity blank and funded status funded agree on both sides; 1 aggregation lot on each side with identical constituent description. No displayed structural conflict in debt form, lien, currency or funded status. | Reviewer J: Prior/current identifier, other-debt type, second-lien, spread 0.0675, funded status, and one-lot constituent descriptions match. currency, reference rate, and maturity are not displayed."
