field,stage,archive,fund,cik,source_table,source_column_or_concept,raw_row_count,non_missing_count,non_missing_percentage,normalized_row_count,normalized_non_missing_count,normalized_coverage,aggregated_row_count,aggregated_non_missing_count,aggregated_coverage,blind_row_count,blind_non_missing_count,blind_coverage,aggregation_loss_count,export_loss_count,direct_parser_loss_count,support_join_loss_count,support_unmatched_count,exact_loss_stage,representative_raw_examples_json,diagnosis,recommended_action
acquisition_date,aggregated,2024q1,OBDC,1655888,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},916,0,0.000000,916,0,0.000000,916,0,0.000000,4,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2024q1,OBDC,1655888,data/day3/blind_facility_pairs_v2.csv,{},4,0,0.000000,916,0,0.000000,916,0,0.000000,4,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2024q1,OCIC,1812554,soi.tsv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2024q1,OCIC,1812554,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2024q1,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2024q1,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1242,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2024q1,OCIC,1812554,data/day3/blind_facility_pairs_v2.csv,{},5,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2024q1,OCIC,1812554,soi.tsv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2024q1,OCIC,1812554,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2024q1,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2024q1,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1242,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2024q1,OCIC,1812554,data/day3/blind_facility_pairs_v2.csv,{},5,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2024q1,OCIC,1812554,soi.tsv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2024q1,OCIC,1812554,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2024q1,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2024q1,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1242,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2024q1,OCIC,1812554,data/day3/blind_facility_pairs_v2.csv,{},5,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2024q1,OCIC,1812554,soi.tsv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,supporting_facts,2024q1,OCIC,1812554,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,normalized,2024q1,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},1288,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,aggregated,2024q1,OCIC,1812554,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},1242,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2024q1,OCIC,1812554,data/day3/blind_facility_pairs_v2.csv,{},5,0,0.000000,1288,0,0.000000,1242,0,0.000000,5,0,0.000000,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2024q1,OCSL,1414932,soi.tsv,{},822,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2024q1,OCSL,1414932,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},822,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2024q1,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},828,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2024q1,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},741,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2024q1,OCSL,1414932,data/day3/blind_facility_pairs_v2.csv,{},0,0,,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2024q1,OCSL,1414932,soi.tsv,{},822,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2024q1,OCSL,1414932,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},822,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2024q1,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},828,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2024q1,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},741,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2024q1,OCSL,1414932,data/day3/blind_facility_pairs_v2.csv,{},0,0,,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2024q1,OCSL,1414932,soi.tsv,{},822,0,0.000000,828,36,4.347826,741,36,4.858300,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2024q1,OCSL,1414932,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},822,0,0.000000,828,36,4.347826,741,36,4.858300,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2024q1,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,"{""reference_rate"":36}",828,36,4.347826,828,36,4.347826,741,36,4.858300,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2024q1,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,"{""reference_rate"":36}",741,36,4.858300,828,36,4.347826,741,36,4.858300,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2024q1,OCSL,1414932,data/day3/blind_facility_pairs_v2.csv,{},0,0,,828,36,4.347826,741,36,4.858300,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2024q1,OCSL,1414932,soi.tsv,{},822,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,supporting_facts,2024q1,OCSL,1414932,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},822,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,normalized,2024q1,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},828,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,aggregated,2024q1,OCSL,1414932,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},741,0,0.000000,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2024q1,OCSL,1414932,data/day3/blind_facility_pairs_v2.csv,{},0,0,,828,0,0.000000,741,0,0.000000,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2024q1,PSEC,1287032,soi.tsv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2024q1,PSEC,1287032,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2024q1,PSEC,1287032,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2024q1,PSEC,1287032,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2024q1,PSEC,1287032,data/day3/blind_facility_pairs_v2.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2024q1,PSEC,1287032,soi.tsv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2024q1,PSEC,1287032,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2024q1,PSEC,1287032,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2024q1,PSEC,1287032,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2024q1,PSEC,1287032,data/day3/blind_facility_pairs_v2.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2024q1,PSEC,1287032,soi.tsv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2024q1,PSEC,1287032,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2024q1,PSEC,1287032,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2024q1,PSEC,1287032,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2024q1,PSEC,1287032,data/day3/blind_facility_pairs_v2.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
acquisition_date,raw_soi,2024q1,PSEC,1287032,soi.tsv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,supporting_facts,2024q1,PSEC,1287032,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,normalized,2024q1,PSEC,1287032,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,aggregated,2024q1,PSEC,1287032,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
acquisition_date,blind_export,2024q1,PSEC,1287032,data/day3/blind_facility_pairs_v2.csv,{},0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,raw_soi,2024q1,TSLX,1508655,soi.tsv,{},423,0,0.000000,423,0,0.000000,423,0,0.000000,0,0,,0,0,0,284,1,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,supporting_facts,2024q1,TSLX,1508655,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,"{""datasets/txt.tsv:InvestmentDueDate@0000950170-24-015845"":285}",423,285,67.375887,423,0,0.000000,423,0,0.000000,0,0,,0,0,0,284,1,supporting_facts_to_normalized,"[{""adsh"":""0000950170-24-015845"",""concept"":""InvestmentDueDate"",""investment_member"":""Debt Investments Automotive Carlstar Group, LLC First-lien loan ($33,575 par, due 7/2027) Initial Acquisition Date 7/8/2022 Reference Rate and Spread SOFR + 6.60% Interest Rate 10.92%"",""line"":45469,""table"":""datasets/txt.tsv"",""value"":""2027-07"",""version"":""0000950170-24-015845""},{""adsh"":""0000950170-24-015845"",""concept"":""InvestmentDueDate"",""investment_member"":""Debt Investments Business services Acceo Solutions, Inc. First-lien loan (CAD 57,353 par, due 10/2025) Initial Acquisition Date 7/6/2018 Reference Rate and Spread C + 4.75% Interest Rate 9.49%"",""line"":45470,""table"":""datasets/txt.tsv"",""value"":""2025-10"",""version"":""0000950170-24-015845""},{""adsh"":""0000950170-24-015845"",""concept"":""InvestmentDueDate"",""investment_member"":""Debt Investments Business services Alpha Midco, Inc. First-lien loan ($68,720 par, due 8/2025) Initial Acquisition Date 8/15/2019 Reference Rate and Spread SOFR + 7.63% Interest Rate 12.21%"",""line"":45471,""table"":""datasets/txt.tsv"",""value"":""2025-08"",""version"":""0000950170-24-015845""},{""adsh"":""0000950170-24-015845"",""concept"":""InvestmentDueDate"",""investment_member"":""Debt Investments Business services Dye & Durham Corp. First-lien loan (CAD 34,220 par, due 12/2027) Initial Acquisition Date 12/3/2021 Reference Rate and Spread C + 5.75% Interest Rate 10.69%"",""line"":45472,""table"":""datasets/txt.tsv"",""value"":""2027-12"",""version"":""0000950170-24-015845""},{""adsh"":""0000950170-24-015845"",""concept"":""InvestmentDueDate"",""investment_member"":""Debt Investments Business services Dye & Durham Corp. First-lien revolving loan (CAD 1,448 par, due 12/2026) Initial Acquisition Date 12/3/2021 Reference Rate and Spread P + 6.75% Interest Rate 11.2%"",""line"":45473,""table"":""datasets/txt.tsv"",""value"":""2026-12"",""version"":""0000950170-24-015845""},{""adsh"":""0000950170-24-015845"",""concept"":""InvestmentDueDate"",""investment_member"":""Debt Investments Business services ExtraHop Networks, Inc. First-lien loan ($57,950 par, due 7/2027) Initial Acquisition Date 7/22/2021 Reference Rate and Spread L + 7.50% Interest Rate 12.23%"",""line"":45474,""table"":""datasets/txt.tsv"",""value"":""2027-07"",""version"":""0000950170-24-015845""},{""adsh"":""0000950170-24-015845"",""concept"":""InvestmentDueDate"",""investment_member"":""Debt Investments Communications IntelePeer Holdings, Inc. First-lien loan ($34,677 par, due 12/2024) Initial Acquisition date 12/2/2019 Reference Rate and Spread L + 8.25% Interest Rate 12.63%"",""line"":45475,""table"":""datasets/txt.tsv"",""value"":""2024-12"",""version"":""0000950170-24-015845""},{""adsh"":""0000950170-24-015845"",""concept"":""InvestmentDueDate"",""investment_member"":""Debt Investments Education Astra Acquisition Corp. Second-lien loan ($43,479 par, due 10/2029) Initial Acquisition Date 10/25/2021 Reference Rate and Spread L + 8.88% Interest Rate 13.26%"",""line"":45476,""table"":""datasets/txt.tsv"",""value"":""2029-10"",""version"":""0000950170-24-015845""},{""adsh"":""0000950170-24-015845"",""concept"":""InvestmentDueDate"",""investment_member"":""Debt Investments Education Destiny Solutions Parent Holding Company First-lien loan ($60,000 par, due 6/2026) Initial Acquisition Date 6/8/2021 Reference Rate and Spread L + 5.75% Interest Rate 10.13%"",""line"":45477,""table"":""datasets/txt.tsv"",""value"":""2026-06"",""version"":""0000950170-24-015845""},{""adsh"":""0000950170-24-015845"",""concept"":""InvestmentDueDate"",""investment_member"":""Debt Investments Education EMS Linq, Inc. First-lien loan ($56,216 par, due 12/2027) Initial Acquisition Date 12/22/2021 Reference Rate and Spread L + 6.25% Interest Rate 10.63%"",""line"":45478,""table"":""datasets/txt.tsv"",""value"":""2027-12"",""version"":""0000950170-24-015845""}]",join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,normalized,2024q1,TSLX,1508655,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},423,0,0.000000,423,0,0.000000,423,0,0.000000,0,0,,0,0,0,284,1,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,aggregated,2024q1,TSLX,1508655,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},423,0,0.000000,423,0,0.000000,423,0,0.000000,0,0,,0,0,0,284,1,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
maturity,blind_export,2024q1,TSLX,1508655,data/day3/blind_facility_pairs_v2.csv,{},0,0,,423,0,0.000000,423,0,0.000000,0,0,,0,0,0,284,1,supporting_facts_to_normalized,[],join_loss,Join explicitly tagged supporting facts to SOI rows and supersede the blind benchmark.
currency,raw_soi,2024q1,TSLX,1508655,soi.tsv,{},423,0,0.000000,423,0,0.000000,423,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,supporting_facts,2024q1,TSLX,1508655,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},423,0,0.000000,423,0,0.000000,423,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,normalized,2024q1,TSLX,1508655,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,{},423,0,0.000000,423,0,0.000000,423,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,aggregated,2024q1,TSLX,1508655,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,{},423,0,0.000000,423,0,0.000000,423,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
currency,blind_export,2024q1,TSLX,1508655,data/day3/blind_facility_pairs_v2.csv,{},0,0,,423,0,0.000000,423,0,0.000000,0,0,,0,0,0,0,0,official_source,[],source_absent,Treat the field as unavailable in the inspected free SEC archives; use abstention.
reference_rate,raw_soi,2024q1,TSLX,1508655,soi.tsv,{},423,0,0.000000,423,165,39.007092,423,165,39.007092,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,supporting_facts,2024q1,TSLX,1508655,datasets/num.tsv|datasets/txt.tsv|datasets/non.tsv,{},423,0,0.000000,423,165,39.007092,423,165,39.007092,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,normalized,2024q1,TSLX,1508655,/private/tmp/finance-day3-sec-cache/bdc_soi_normalized.csv,"{""reference_rate"":165}",423,165,39.007092,423,165,39.007092,423,165,39.007092,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,aggregated,2024q1,TSLX,1508655,/private/tmp/finance-day3-sec-cache/bdc_facilities_agg.csv,"{""reference_rate"":165}",423,165,39.007092,423,165,39.007092,423,165,39.007092,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
reference_rate,blind_export,2024q1,TSLX,1508655,data/day3/blind_facility_pairs_v2.csv,{},0,0,,423,165,39.007092,423,165,39.007092,0,0,,0,0,0,0,0,raw_soi_to_normalized,[],parser_loss,Repair direct SOI parsing and supersede the blind benchmark.
