blind_pair_id,period_end,quarter,left_ticker,right_ticker,left_identifier,right_identifier,left_borrower_norm,right_borrower_norm,left_debt_equity,right_debt_equity,left_facility_type,right_facility_type,left_lien,right_lien,left_currency,right_currency,left_reference_rate,right_reference_rate,left_spread,right_spread,left_maturity,right_maturity,left_funded_status,right_funded_status,left_acquisition_date,right_acquisition_date,manual_label,label_notes
BF2_f520cbf8968f2a59c25fa2,2024-12-31,2024Q4,OBDC,OCIC,"Vermont Aus Pty Ltd, First lien senior secured AUD term loan","Vermont Aus Pty Ltd, First lien senior secured AUD term loan",vermont aus pty aud,vermont aus pty aud,debt,debt,term_loan,term_loan,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0575,,,funded,funded,,,,
BF2_fd170e098d6c41326706a5,2025-06-30,2025Q2,OBDC,OCIC,"Arctic Holdco, LLC (dba Novvia Group), First lien senior secured revolving loan","Arctic Holdco, LLC (dba Novvia Group), First lien senior secured revolving loan",arctic holdco dba novvia,arctic holdco dba novvia,debt,debt,revolver,revolver,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,,,funded,funded,,,,
BF2_cb0e7566d6652011a05a4f,2024-03-31,2024Q1,ARCC,ASIF,"Kings Buyer, LLC, First lien senior secured loan","Kings Buyer, LLC, First lien senior secured revolving loan",kings buyer,kings buyer,debt,debt,other_debt,revolver,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.065,0.055,,,funded,funded,,,,
BF2_b5a54a759f375ed39760b9,2024-12-31,2024Q4,ASIF,ARCC,"Saturn Purchaser Corp., First lien senior secured loan","Saturn Purchaser Corp., First lien senior secured loan",saturn purchaser,saturn purchaser,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,,,funded,funded,,,,
BF2_eff5d90cf7413e5473230e,2024-09-30,2024Q3,OBDC,OCIC,"Peter C. Foy & Associates Insurance Services, LLC (dba PCF Insurance Services), First lien senior secured loan","Peter C. Foy & Associates Insurance Services, LLC (dba PCF Insurance Services), First lien senior secured delayed draw term loan 2",peter c foy and associates insurance services dba pcf insurance services,peter c foy and associates insurance services dba pcf insurance services,debt,debt,other_debt,delayed_draw,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.055,0.055,,,funded,unknown,,,,
BF2_a1c7428bb011ced070c472,2025-06-30,2025Q2,ARCC,ASIF,"North Star Acquisitionco, LLC and Toucan Bidco Limited, First lien senior secured loan 4","North Star Acquisitionco, LLC and Toucan Bidco Limited, First lien senior secured loan 4",north star acquisitionco and toucan bidco,north star acquisitionco and toucan bidco,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,0.0475,,,funded,funded,,,,
BF2_353c071fd104e59f11a4ee,2024-12-31,2024Q4,OBDC,OCIC,"Alera Group, Inc., First lien senior secured loan","Alera Group, Inc., First lien senior secured delayed draw term loan",alera,alera,debt,debt,other_debt,delayed_draw,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0575,,,funded,unknown,,,,
BF2_9e1e90225e15c699a49dc7,2024-03-31,2024Q1,HPS,NMFC,"Calabrio, Inc. 3","Calabrio, Inc., First lien 2",calabrio,calabrio,unknown,debt,unknown,other_debt,unknown,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0713,0.0713,,,funded,funded,,,,
BF2_19b7ccc94cdc5d8a87fbee,2024-12-31,2024Q4,ASIF,OCSL,"McAfee Corp., First lien senior secured loan","McAfee Corp., First Lien Term Loan",mcafee,mcafee,debt,debt,other_debt,term_loan,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.03,0.03,,,funded,funded,,,,
BF2_4e0b9ea72ddc74b05c6b34,2025-03-31,2025Q1,OBDC,OCIC,"BCPE Osprey Buyer, Inc. (dba PartsSource), First lien senior secured delayed draw term loan","BCPE Osprey Buyer, Inc. (dba PartsSource), First lien senior secured delayed draw term loan",bcpe osprey buyer dba partssource,bcpe osprey buyer dba partssource,debt,debt,delayed_draw,delayed_draw,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0575,,,unknown,unknown,,,,
BF2_a90d780c7c4d749bdd9926,2025-09-30,2025Q3,ARCC,ASIF,"The Hiller Companies, LLC, First lien senior secured revolving loan","The Hiller Companies, LLC, First lien senior secured loan 2",the hiller companies,the hiller companies,debt,debt,revolver,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,0.0475,,,funded,funded,,,,
BF2_7e27c6949801a815a49cc2,2024-12-31,2024Q4,OCIC,HPS,"Associations Finance, Inc., Unsecured notes","Associations Finance, Inc. 2",associations finance,associations finance,unknown,unknown,unknown,unknown,unsecured,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,0.065,,,funded,funded,,,,
BF2_28ae950f6507959d66556b,2024-06-30,2024Q2,HPS,BXSL,Integrity Marketing Acquisition LLC 1,"Integrity Marketing Acquisition, LLC 3",integrity marketing acquisition,integrity marketing acquisition,unknown,unknown,unknown,unknown,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.06,0.06,,,funded,funded,,,,
BF2_ac67f0a9773a8b71f786a8,2025-03-31,2025Q1,OCIC,OBDC,"Cornerstone OnDemand, Inc., Second lien senior secured loan","Cornerstone OnDemand, Inc., Second lien senior secured loan",cornerstone ondemand,cornerstone ondemand,debt,debt,other_debt,other_debt,second_lien,second_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.065,0.065,,,funded,funded,,,,
BF2_428fafbe2f7656a9d30654,2025-03-31,2025Q1,OCIC,OBDC,"Continental Finance Company, LLC, First lien senior secured loan","Continental Finance Company, LLC, First lien senior secured loan",continental finance,continental finance,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.08,0.08,,,funded,funded,,,,
BF2_516f3d998314b3513da43f,2024-06-30,2024Q2,OCIC,BXSL,"Community Brands ParentCo, LLC, First lien senior secured revolving loan","Community Brands ParentCo, LLC",community brands parentco,community brands parentco,debt,unknown,revolver,unknown,first_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.055,0.055,,,funded,funded,,,,
BF2_1fe088423e8c6f535fa1e8,2023-12-31,2023Q4,OCIC,ARCC,"Pluralsight, LLC, First lien senior secured loan","Pluralsight, Inc., First lien senior secured loan",pluralsight,pluralsight,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.08,0.08,,,funded,funded,,,,
BF2_7bf80882cdfd47f4eb538b,2024-06-30,2024Q2,OBDC,OCIC,"PAI Holdco, Inc., First lien senior secured loan","PAI Holdco, Inc., First lien senior secured loan",pai holdco,pai holdco,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0375,0.0375,,,funded,funded,,,,
BF2_8126f2277bebdd9c8f8948,2025-03-31,2025Q1,NMFC,ARCC,"Wealth Enhancement Group, LLC, First lien 3","Wealth Enhancement Group, LLC, First lien senior secured loan",wealth enhancement,wealth enhancement,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.05,0.05,,,funded,funded,,,,
BF2_9ab39dfb7e27180b279539,2024-09-30,2024Q3,OCIC,OBDC,"RL Datix Holdings (USA), Inc., First lien senior secured loan","RL Datix Holdings (USA), Inc., First lien senior secured revolving loan",rl datix usa,rl datix usa,debt,debt,other_debt,revolver,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.055,0.055,,,funded,funded,,,,
BF2_ea9a7a964570c06c1cffed,2025-09-30,2025Q3,OCIC,HPS,"Cambrex Corporation, First lien senior secured loan",Cambrex Corporation 3,cambrex,cambrex,debt,unknown,other_debt,unknown,first_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.045,,,,funded,funded,,,,
BF2_4bd0dbcafb4105f2485fa1,2024-12-31,2024Q4,ARCC,ASIF,"Dorado Bidco, Inc., First lien senior secured loan","Dorado Bidco, Inc., First lien senior secured loan",dorado bidco,dorado bidco,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.045,0.045,,,funded,funded,,,,
BF2_fdd68985cdddb2b055b037,2025-06-30,2025Q2,NMFC,OCIC,"MED ParentCo, LP, First Lien - Funded | MED ParentCo, LP, First lien - Funded","MED ParentCo, LP, First lien senior secured loan",med parentco,med parentco,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0325,0.0325,,,funded,funded,,,,
BF2_dfeef4d2dc8f1b5291f048,2024-12-31,2024Q4,ASIF,ARCC,"Helios Service Partners, LLC and Astra Service Partners, LLC, First lien senior secured loan 1","Helios Service Partners, LLC and Astra Service Partners, LLC, First lien senior secured revolving loan",helios service partners and astra service partners,helios service partners and astra service partners,debt,debt,other_debt,revolver,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.05,,,,funded,funded,,,,
BF2_dde395b753d2097d14da44,2025-09-30,2025Q3,ASIF,ARCC,"Vertex Service Partners, LLC and Vertex Service Partners Holdings, LLC, First lien senior secured loan 2","Vertex Service Partners, LLC and Vertex Service Partners Holdings, LLC, First lien senior secured loan 2",vertex service partners and vertex service partners,vertex service partners and vertex service partners,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,,,funded,funded,,,,
BF2_5c05e680a219726f11f377,2024-09-30,2024Q3,OCIC,OBDC,"Medline Borrower, LP, First lien senior secured loan","Medline Borrower, LP, First lien senior secured loan",medline borrower,medline borrower,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0275,0.0275,,,funded,funded,,,,
BF2_8d825f2fe74c1a030202d0,2024-03-31,2024Q1,BXSL,OCIC,"Guidehouse, Inc.","Guidehouse Inc., First lien senior secured loan",guidehouse,guidehouse,unknown,debt,unknown,other_debt,unknown,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0575,,,funded,funded,,,,
BF2_b67f68c97b4559d91fd1b6,2025-06-30,2025Q2,OCIC,BCRED,"Park Place Technologies, LLC, First lien senior secured loan","Park Place Technologies, LLC 3",park place technologies,park place technologies,debt,unknown,other_debt,unknown,first_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,,,funded,funded,,,,
BF2_c10403a9742f2d3d07aab3,2024-06-30,2024Q2,OBDC,OCIC,"Mario Purchaser, LLC (dba Len the Plumber), First lien senior secured delayed draw term loan","Mario Purchaser, LLC (dba Len the Plumber), First lien senior secured delayed draw term loan 1",mario purchaser dba len the plumber,mario purchaser dba len the plumber,debt,debt,delayed_draw,delayed_draw,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0575,,,unknown,unknown,,,,
BF2_719c6dc05c43d8e0946acd,2024-09-30,2024Q3,OCIC,OBDC,"Patriot Acquisition TopCo S.A.R.L (dba Corza Health, Inc.), First lien senior secured revolving loan","Patriot Acquisition TopCo S.A.R.L (dba Corza Health, Inc.), First lien senior secured revolving loan",patriot acquisition topco s a r l dba corza health,patriot acquisition topco s a r l dba corza health,debt,debt,revolver,revolver,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,,,funded,funded,,,,
BF2_716212ae6273c65e568d02,2024-03-31,2024Q1,BCRED,BXSL,"BlueCat Networks USA, Inc. 3","BlueCat Networks USA, Inc. 2",bluecat networks usa,bluecat networks usa,unknown,unknown,unknown,unknown,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.06,0.06,,,funded,funded,,,,
BF2_c73d06fc11a94770419d48,2025-06-30,2025Q2,OCIC,OBDC,"PDI TA Holdings, Inc., First lien senior secured loan","PDI TA Holdings, Inc., First lien senior secured loan",pdi ta,pdi ta,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.055,0.055,,,funded,funded,,,,
BF2_c112b404567492999edcd9,2024-03-31,2024Q1,NMFC,OBDC,"Coupa Holdings, LLC, First lien","Coupa Holdings, LLC, First lien senior secured revolving loan",coupa,coupa,debt,debt,other_debt,revolver,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.075,0.075,,,funded,funded,,,,
BF2_54c2ab69f83b572d00e4ba,2024-06-30,2024Q2,ASIF,ARCC,"St Athena Global LLC and St Athena Global Holdings Limited, First lien senior secured loan 2","St Athena Global LLC and St Athena Global Holdings Limited, First lien senior secured loan 2",st athena global and st athena global,st athena global and st athena global,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,,,funded,funded,,,,
BF2_efd3eaac44b69438237973,2025-03-31,2025Q1,ARCC,ASIF,"Viper Bidco, Inc., First lien senior secured loan 1","Viper Bidco, Inc., First lien senior secured loan 1",viper bidco,viper bidco,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.05,0.05,,,funded,funded,,,,
BF2_7e7ee54b72c2c91e1353e4,2025-06-30,2025Q2,OCIC,OCSL,"Pluralsight, LLC, First lien senior secured loan 1","Pluralsight, LLC, First Lien Term Loan 2",pluralsight,pluralsight,debt,debt,other_debt,term_loan,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,0.075,,,funded,funded,,,,
BF2_95d6e6d8f41e7f39fe9bc2,2024-06-30,2024Q2,OCIC,ARCC,"Imprivata, Inc., First lien senior secured loan","Imprivata, Inc., Second lien senior secured loan",imprivata,imprivata,debt,debt,other_debt,other_debt,first_lien,second_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.035,0.0625,,,funded,funded,,,,
BF2_8c5e38af175a943abe5c81,2024-09-30,2024Q3,OCIC,OBDC,"Interoperability Bidco, Inc. (dba Lyniate), First lien senior secured delayed draw term loan","Interoperability Bidco, Inc. (dba Lyniate), First lien senior secured delayed draw term loan",interoperability bidco dba lyniate,interoperability bidco dba lyniate,debt,debt,delayed_draw,delayed_draw,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0625,0.0625,,,unknown,unknown,,,,
BF2_a52bf8072cd262ddeb0f27,2025-03-31,2025Q1,OCIC,OBDC,"Rocket BidCo, Inc. (dba Recochem), First lien senior secured loan","Rocket BidCo, Inc. (dba Recochem), First lien senior secured loan",rocket bidco dba recochem,rocket bidco dba recochem,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0575,,,funded,funded,,,,
BF2_5de669e858a7f430e4df52,2024-09-30,2024Q3,OBDC,NMFC,"PDI TA Holdings, Inc., First lien senior secured loan","PDI TA Holdings, Inc., First lien",pdi ta,pdi ta,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,,,funded,funded,,,,
BF2_c6cc371921a0b6b22313c8,2024-03-31,2024Q1,NMFC,BXSL,"Diligent Corporation, First lien 1",Diligent Corporation,diligent,diligent,debt,unknown,other_debt,unknown,first_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0575,,,funded,funded,,,,
BF2_3655f74bb2f510c2cda67b,2024-09-30,2024Q3,OCSL,OBDC,"Mitchell International, Inc., First Lien Term Loan","Mitchell International, Inc., First lien senior secured loan",mitchell international,mitchell international,debt,debt,term_loan,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0325,0.0325,,,funded,funded,,,,
BF2_21b638dd87fde9eb461ea4,2023-12-31,2023Q4,OBDC,OCIC,"Gaylord Chemical Company, L.L.C., First lien senior secured loan","Gaylord Chemical Company, L.L.C., First lien senior secured loan",gaylord chemical l l c,gaylord chemical l l c,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.06,0.06,,,funded,funded,,,,
BF2_f1a1c47d920de0e50e15f5,2023-12-31,2023Q4,OBDC,OCIC,"Allied Benefit Systems Intermediate LLC, First lien senior secured delayed draw term loan","Allied Benefit Systems Intermediate LLC, First lien senior secured delayed draw term loan",allied benefit systems intermediate,allied benefit systems intermediate,debt,debt,delayed_draw,delayed_draw,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,,,unknown,unknown,,,,
BF2_6f62c1868e125a8f9c6b40,2025-09-30,2025Q3,ARCC,ASIF,"North Haven Stack Buyer, LLC, First lien senior secured loan 6","North Haven Stack Buyer, LLC, First lien senior secured revolving loan 1",north haven stack buyer,north haven stack buyer,debt,debt,other_debt,revolver,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0375,0.0475,,,funded,funded,,,,
BF2_258265a0e9c20b0ded5455,2025-09-30,2025Q3,BCRED,NMFC,"ACI Group Holdings, Inc. 2","ACI Group Holdings, Inc., First lien 3",aci,aci,unknown,debt,unknown,other_debt,unknown,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.06,0.0275,,,funded,funded,,,,
BF2_385723ab5decdcb76d8899,2025-06-30,2025Q2,OCIC,ASIF,"Zelis Cost Management Buyer, Inc., First lien senior secured loan 2","Zelis Cost Management Buyer, Inc., First lien senior secured loan",zelis cost management buyer,zelis cost management buyer,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0325,0.0275,,,funded,funded,,,,
BF2_607aeafd3c629c6b1b97b9,2025-03-31,2025Q1,ASIF,GBDC,"North Haven Stack Buyer, LLC, First lien senior secured loan 1","North Haven Stack Buyer, LLC, Senior secured 6",north haven stack buyer,north haven stack buyer,debt,debt,other_debt,other_debt,first_lien,secured_unspecified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,,,funded,funded,,,,
BF2_087c219f1f9e2b1e042e4d,2024-09-30,2024Q3,BXSL,BCRED,"NMC Crimson Holdings, Inc. 2","NMC Crimson Holdings, Inc. 2",nmc crimson,nmc crimson,unknown,unknown,unknown,unknown,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0609,0.0609,,,funded,funded,,,,
