blind_alias_id,period_end,source_ticker,source_borrower_norm,source_identifier,source_facility_type,source_lien,source_currency,source_reference_rate,source_spread,source_maturity,source_funded_status,candidate_ticker,candidate_borrower_norm,candidate_identifier,candidate_facility_type,candidate_lien,candidate_currency,candidate_reference_rate,candidate_spread,candidate_maturity,candidate_funded_status,manual_same_borrower,manual_same_facility,review_notes
BA2_71fbeec3249d57a5c105b7,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,cardinal parent,"Cardinal Parent, Inc., First lien",other_debt,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,yes,no,"Adjudicated after reviewer disagreement. Source identifier bundles the borrower with the candidate name (the token cardinal appears inside the source string itself), which is direct textual co-obligor evidence rather than a mere Parent/Topco naming guess, so same borrower group is accepted. Facility differs: spread 0.0600 vs 0.0450, far beyond rounding."
BA2_3e22f0db06709983045f29,2025-09-30,ARCC,dynamic nc aerospace and dynamic nc investment,"Dynamic NC Aerospace Holdings, LLC and Dynamic NC Investment Holdings, LP, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_8d4f0e532e9cf6fa6d885f,2025-09-30,ARCC,ap adhesives,"AP Adhesives Holdings, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_093212d1774edaa547321f,2025-09-30,ARCC,argenbright v amberstone security unifi aviation north america and unifi aviation canada,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc. Senior subordinated loan 1",other_debt,subordinated,UNKNOWN,UNKNOWN,0.0925,,funded,OBDC,intelerad medical systems fka canada,"Intelerad Medical Systems Incorporated (fka 11849573 Canada Inc.), First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,no,not_applicable,"Independent reviewers agreed. Overlap is limited to the generic geographic token ""Canada""; the candidate is a differently named medical systems entity. Different borrowers."
BA2_d6e06ac37a3ec9ae01cd62,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,NMFC,cardinal parent,"Cardinal Parent, Inc., First Lien - Funded | Cardinal Parent, Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,yes,uncertain,"Adjudicated after reviewer disagreement. Source identifier bundles the borrower with the candidate name (the token cardinal appears inside the source string itself), which is direct textual co-obligor evidence rather than a mere Parent/Topco naming guess, so same borrower group is accepted. Facility undetermined: revolver versus the other_debt catch-all is not an explicit conflict, and the identical spread does not discriminate because revolver and term tranches commonly share spread."
BA2_bf881c333629023a35dcf3,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,NMFC,american achievement aka aac,"American Achievement Corporation (aka AAC Holding Corp.), First lien 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.005,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group; spreads are also far apart (0.0600 vs 0.0050). Different borrowers, so no facility comparison applies."
BA2_bbb7ec138363dae7430ca0,2025-09-30,ARCC,florida food products,"Florida Food Products, LLC, First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_6ebb8b74ec616a8dea66eb,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,cardinal parent,"Cardinal Parent, Inc., First lien",other_debt,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,yes,no,"Adjudicated after reviewer disagreement. Source identifier bundles the borrower with the candidate name (the token cardinal appears inside the source string itself), which is direct textual co-obligor evidence rather than a mere Parent/Topco naming guess, so same borrower group is accepted. Facility differs: spread 0.0600 vs 0.0450, far beyond rounding."
BA2_7e5e2b39db7a40590c74b3,2025-09-30,ARCC,psc parent,"PSC Parent, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,NMFC,railpros parent,"RailPros Parent, LLC",other_debt,unknown,UNKNOWN,UNKNOWN,,,unfunded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Parent"" is shared; the distinctive name differs entirely. Different borrowers."
BA2_b1a90abf514cd879c7b981,2025-09-30,ARCC,psc parent,"PSC Parent, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,NMFC,railpros parent,"RailPros Parent, LLC",other_debt,unknown,UNKNOWN,UNKNOWN,,,unfunded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Parent"" is shared; the distinctive name differs entirely. Different borrowers."
BA2_725cd0716bd0630d663f77,2025-09-30,ARCC,laboratories bidco and laboratories topco,"Laboratories Bidco LLC and Laboratories Topco LLC, First lien senior secured revolving loan 1",revolver,first_lien,UNKNOWN,UNKNOWN,0.0175,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_6059f31aa6f2de3c13f92e,2025-09-30,ARCC,argenbright v amberstone security unifi aviation north america and unifi aviation canada,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc., Senior subordinated loan 2",other_debt,subordinated,UNKNOWN,UNKNOWN,0.0925,,funded,OBDC,aam aviation feeder specialty finance investment,"AAM Series 2.1 Aviation Feeder, LLC, Specialty finance debt investment",other_debt,unknown,UNKNOWN,UNKNOWN,,,funded,no,not_applicable,"Independent reviewers agreed. Match rests on generic tokens (""Feeder"", ""Aviation"") only; the candidate is a separate specialty finance vehicle with a different name. Different borrowers."
BA2_9801b7cdf593aafa3b9963,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., Senior subordinated loan 3",other_debt,subordinated,UNKNOWN,UNKNOWN,,,funded,NMFC,american achievement aka aac undrawn,"American Achievement Corporation (aka AAC Holding Corp.), First lien - Undrawn",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group. Different borrowers, so no facility comparison applies."
BA2_c93413ff20bd8291b4cc5b,2025-09-30,ARCC,quick quack car wash and kkr game changer invest feeder ii,"Quick Quack Car Wash Holdings, LLC and KKR Game Changer Co-Invest Feeder II L.P., First lien senior secured loan 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,OBDC,aam rail and domestic intermodal feeder specialty finance investment,"AAM Series 1.1 Rail and Domestic Intermodal Feeder, LLC, Specialty finance debt investment",other_debt,unknown,UNKNOWN,UNKNOWN,,,funded,no,not_applicable,"Independent reviewers agreed. Match rests on the generic token ""Feeder"" only; the candidate is a separate specialty finance vehicle with a different name. Different borrowers."
BA2_ea89cc74221b52772ff1b9,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 3",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,american achievement aka aac undrawn,"American Achievement Corporation (aka AAC Holding Corp.), First lien - Undrawn",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group. Different borrowers, so no facility comparison applies."
BA2_0e966b748b3f1d617ebf07,2025-09-30,ARCC,the hiller companies,"The Hiller Companies, LLC, First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,,,funded,OBDC,denali buyerco dba summit companies,"Denali BuyerCo, LLC (dba Summit Companies), First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Companies"" is shared via the candidate trade name; the legal names are unrelated. Different borrowers."
BA2_2f9e32b23d7e9b50268de2,2025-09-30,ARCC,watermill express and watermill express,"Watermill Express, LLC and Watermill Express Holdings, LLC, First lien senior secured loan 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,NMFC,mavis tire express services topco,"Mavis Tire Express Services Topco, Corp., First Lien - Funded | Mavis Tire Express Services Topco, Corp., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.03,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Express"" is shared; the businesses named are otherwise unrelated. Different borrowers."
BA2_ab98954e8493b4ec345218,2025-09-30,ARCC,florida food products,"Florida Food Products, LLC, Second lien senior secured loan",other_debt,second_lien,UNKNOWN,UNKNOWN,,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_de1e6ca23d3bb90f87addc,2025-09-30,ARCC,laboratories bidco and laboratories topco,"Laboratories Bidco LLC and Laboratories Topco LLC, First lien senior secured loan 4",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0175,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_31550f030463da5bfd19ab,2025-09-30,ARCC,hbh buyer,"HBH Buyer, LLC , First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_e1f0a3518f24085bf0bb53,2025-09-30,ARCC,eresearch technology and astorg vii invest ert,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,OBDC,sensor technology topco dba humanetics eur,"Sensor Technology Topco, Inc. (dba Humanetics), First lien senior secured EUR delayed draw term loan",delayed_draw,first_lien,UNKNOWN,UNKNOWN,0.0725,,unknown,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Technology"" is shared; the candidate is a differently named entity with a distinct trade name, and its facility is a separate currency-denominated delayed draw line. Different borrowers."
BA2_1fa28f962dddb4fcc1e6dc,2025-09-30,ARCC,argenbright v amberstone security unifi aviation north america and unifi aviation canada,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc., Senior subordinated loan 2",other_debt,subordinated,UNKNOWN,UNKNOWN,0.0925,,funded,OBDC,sts parent dba sts aviation,"STS PARENT, LLC (dba STS Aviation Group), First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Aviation"" is shared with the source obligor group; legal names differ entirely. Different borrowers."
BA2_c916daa6f2f17cfa7c6622,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,cardinal parent,"Cardinal Parent, Inc., First Lien - Funded | Cardinal Parent, Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,yes,no,"Adjudicated after reviewer disagreement. Source identifier bundles the borrower with the candidate name (the token cardinal appears inside the source string itself), which is direct textual co-obligor evidence rather than a mere Parent/Topco naming guess, so same borrower group is accepted. Facility differs: spread 0.0600 vs 0.0450, far beyond rounding."
BA2_f32607edaaf8e462ca229c,2025-09-30,ARCC,flint opco,"Flint OpCo, LLC, First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_9f7318075f5719bfcf4aa5,2025-09-30,ARCC,johnnie o and johnnie o,"Johnnie-O Inc. and Johnnie-O Holdings Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0625,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_a60f99ba1747ec06d3676e,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,american achievement aka aac undrawn,"American Achievement Corporation (aka AAC Holding Corp.), First lien - Undrawn",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group. Different borrowers, so no facility comparison applies."
BA2_6d8dde31e6bf0c0b30f49b,2025-09-30,ARCC,argenbright v amberstone security unifi aviation north america and unifi aviation canada,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,OBDC,sts parent dba sts aviation,"STS PARENT, LLC (dba STS Aviation Group), First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Aviation"" is shared with the source obligor group; legal names differ entirely. Different borrowers."
BA2_88db97b00884fdbc24b384,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 3",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,cardinal parent,"Cardinal Parent, Inc., Second lien",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0775,,funded,yes,no,"Adjudicated after reviewer disagreement. Source identifier bundles the borrower with the candidate name (the token cardinal appears inside the source string itself), which is direct textual co-obligor evidence rather than a mere Parent/Topco naming guess, so same borrower group is accepted. Facility differs: lien conflict (first_lien vs second_lien)."
BA2_36704aae65d5b385713fa7,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 3",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,american achievement aka aac,"American Achievement Corporation (aka AAC Holding Corp.), First lien 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.005,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group; spreads are also far apart (0.0600 vs 0.0050). Different borrowers, so no facility comparison applies."
BA2_812e9477589d0686e536c7,2025-09-30,ARCC,psc parent,"PSC Parent, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,NMFC,amspec parent,"AmSpec Parent, LLC 1, First Lien - Funded | AmSpec Parent, LLC 1, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.035,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Parent"" is shared; the distinctive name differs entirely. Different borrowers."
BA2_3226f8c48d65ddf3219765,2025-09-30,ARCC,psc parent,"PSC Parent, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,NMFC,disco parent,"Disco Parent, Inc., First Lien - Funded | Disco Parent, Inc., First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0325,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Parent"" is shared; the distinctive name differs entirely. Different borrowers."
BA2_7b101011be47848821e5dc,2025-09-30,ARCC,the hiller companies,"The Hiller Companies, LLC, First lien senior secured loan 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,OBDC,denali buyerco dba summit companies,"Denali BuyerCo, LLC (dba Summit Companies), First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Companies"" is shared via the candidate trade name; the legal names are unrelated. Different borrowers."
BA2_30d41c67017d407d8428d1,2025-09-30,ARCC,the hiller companies,"The Hiller Companies, LLC, First lien senior secured loan 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,OBDC,denali buyerco dba summit companies,"Denali BuyerCo, LLC (dba Summit Companies), First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Companies"" is shared via the candidate trade name; the legal names are unrelated. Different borrowers."
BA2_dfa3b163feaa3f231d0805,2025-09-30,ARCC,eresearch technology and astorg vii invest ert,"eResearch Technology, Inc. and Astorg VII Co-Invest ERT, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,OBDC,sensor technology topco dba humanetics,"Sensor Technology Topco, Inc. (dba Humanetics), First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.07,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Technology"" is shared; the candidate is a differently named entity with a distinct trade name. Different borrowers."
BA2_5d5567cb6bbd31bc02b1ec,2025-09-30,ARCC,argenbright v amberstone security unifi aviation north america and unifi aviation canada,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc., Senior subordinated loan 2",other_debt,subordinated,UNKNOWN,UNKNOWN,0.0925,,funded,OBDC,intelerad medical systems fka canada,"Intelerad Medical Systems Incorporated (fka 11849573 Canada Inc.), First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,no,not_applicable,"Independent reviewers agreed. Overlap is limited to the generic geographic token ""Canada""; the candidate is a differently named medical systems entity. Different borrowers."
BA2_0d356df028007e2c7c3ebe,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,american achievement aka aac,"American Achievement Corporation (aka AAC Holding Corp.), First lien 1",other_debt,first_lien,UNKNOWN,UNKNOWN,0.005,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group; spreads are also far apart (0.0600 vs 0.0050). Different borrowers, so no facility comparison applies."
BA2_64556b75761ac28c433c01,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured loan 4",other_debt,first_lien,UNKNOWN,UNKNOWN,0.06,,funded,NMFC,american achievement aka aac undrawn,"American Achievement Corporation (aka AAC Holding Corp.), First lien - Undrawn",other_debt,first_lien,UNKNOWN,UNKNOWN,,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group. Different borrowers, so no facility comparison applies."
BA2_e6879f1fdf9a47622a53b3,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,NMFC,american achievement aka aac,"American Achievement Corporation (aka AAC Holding Corp.), First lien 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.005,,funded,no,not_applicable,"Independent reviewers agreed. Candidate is a differently named company with no token overlap with the source obligor group; spreads are also far apart (0.0600 vs 0.0050). Different borrowers, so no facility comparison applies."
BA2_d3a8efc9e96faba2f354b0,2025-09-30,ARCC,dorado bidco,"Dorado Bidco, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0425,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_c4a079160482f78342d375,2025-09-30,ARCC,argenbright v amberstone security unifi aviation north america and unifi aviation canada,"Argenbright Holdings V, LLC, Amberstone Security Group Limited, Unifi Aviation North America LLC and Unifi Aviation Canada, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,OBDC,intelerad medical systems fka canada,"Intelerad Medical Systems Incorporated (fka 11849573 Canada Inc.), First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.065,,funded,no,not_applicable,"Independent reviewers agreed. Overlap is limited to the generic geographic token ""Canada""; the candidate is a differently named medical systems entity. Different borrowers."
BA2_43073c8f8bd8f13cdd549d,2025-09-30,ARCC,laboratories bidco and laboratories topco,"Laboratories Bidco LLC and Laboratories Topco LLC, First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0175,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_8c3ac10f9af252e3e307ab,2025-09-30,ARCC,registrar intermediate and psp registrar investment fund,"Registrar Intermediate, LLC and PSP Registrar Co-Investment Fund, L.P., First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.05,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_b888239342960dd59de0bc,2025-09-30,ARCC,aq sunshine,"AQ Sunshine, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_a773d8bad63dc5181540f7,2025-09-30,ARCC,north american science associates cardinal purchaser and cardinal topco,"North American Science Associates, LLC, Cardinal Purchaser LLC and Cardinal Topco Holdings, L.P., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.045,,funded,NMFC,cardinal parent,"Cardinal Parent, Inc., Second lien",other_debt,second_lien,UNKNOWN,UNKNOWN,0.0775,,funded,yes,no,"Adjudicated after reviewer disagreement. Source identifier bundles the borrower with the candidate name (the token cardinal appears inside the source string itself), which is direct textual co-obligor evidence rather than a mere Parent/Topco naming guess, so same borrower group is accepted. Facility differs: lien conflict (first_lien vs second_lien)."
BA2_fb48bd3de5cda9c4aca808,2025-09-30,ARCC,surescripts,"Surescripts, LLC, First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.04,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_500f112b46848c6adc6ff4,2025-09-30,ARCC,laboratories bidco and laboratories topco,"Laboratories Bidco LLC and Laboratories Topco LLC, First lien senior secured loan 3",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0175,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_f8fe00c6ae04377aba1808,2025-09-30,ARCC,psc parent,"PSC Parent, Inc., First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,NMFC,amspec parent,"AmSpec Parent, LLC 2, First Lien - Funded | AmSpec Parent, LLC 2, First lien - Funded",other_debt,first_lien,UNKNOWN,UNKNOWN,0.035,,funded,no,not_applicable,"Independent reviewers agreed. Only the generic token ""Parent"" is shared; the distinctive name differs entirely. Different borrowers."
BA2_124156488eca4f3610bd60,2025-09-30,ARCC,quick quack car wash and kkr game changer invest feeder ii,"Quick Quack Car Wash Holdings, LLC and KKR Game Changer Co-Invest Feeder II L.P., First lien senior secured loan 2",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0475,,funded,OBDC,aam aviation feeder specialty finance investment,"AAM Series 2.1 Aviation Feeder, LLC, Specialty finance debt investment",other_debt,unknown,UNKNOWN,UNKNOWN,,,funded,no,not_applicable,"Independent reviewers agreed. Match rests on generic tokens (""Feeder"", ""Aviation"") only; the candidate is a separate specialty finance vehicle with a different name. Different borrowers."
BA2_93f41e8f2be88c8d91c2fb,2025-09-30,ARCC,wshp fc acquisition and wshp fc,"WSHP FC Acquisition LLC and WSHP FC Holdings LLC, First lien senior secured revolving loan",revolver,first_lien,UNKNOWN,UNKNOWN,,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
BA2_47bf19ec31660a27af9f58,2025-09-30,ARCC,aq sunshine,"AQ Sunshine, Inc., First lien senior secured loan",other_debt,first_lien,UNKNOWN,UNKNOWN,0.0525,,funded,,,,,,,,,,,uncertain,uncertain,"Adjudicated after reviewer disagreement. No candidate side was observed for this source facility, so borrower identity cannot be assessed and there is no second facility to compare. Recorded as a non-observation rather than a negative: these rows must be excluded from any precision or recall denominator, not counted as true negatives."
