pair_id,period_end,quarter,left_row_id,right_row_id,left_ticker,right_ticker,left_cik,right_cik,left_adsh,right_adsh,left_accepted,right_accepted,left_identifier,right_identifier,left_borrower_norm,right_borrower_norm,left_debt_equity,right_debt_equity,left_facility_type,right_facility_type,left_lien,right_lien,left_currency,right_currency,left_reference_rate,right_reference_rate,left_spread,right_spread,spread_diff,left_maturity,right_maturity,maturity_diff_days,left_funded_status,right_funded_status,left_acquisition_date,right_acquisition_date,borrower_exact,debt_equity_match,facility_type_match,lien_match,currency_match,reference_rate_match,spread_match_25bp,maturity_match_45d,funded_status_match,hard_conflicts,informative_matches,predicted_label,match_confidence,evidence,sample_seed,sample_locked,manual_label,label_notes,adjudicator
229cc9711ed2067938607ded,2025-09-30,2025Q3,1354d7eb643114527315f3e3,9034e456e5e496d542c26f36,ASIF,ARCC,1918712,1287750,0001918712-25-000092,0001287750-25-000046,2025-11-14 16:22:00.0,2025-10-27 20:48:00.0,"Digicert, Inc., Dcert Buyer, Inc., DCert Preferred Holdings, Inc. and Destiny Digital Holdings, L.P., First lien senior secured loan","Digicert, Inc., Dcert Buyer, Inc., DCert Preferred Holdings, Inc. and Destiny Digital Holdings, L.P. Second lien senior secured loan",digicert dcert buyer dcert and destiny digital,digicert dcert buyer dcert and destiny digital,equity,equity,preferred_equity,preferred_equity,first_lien,second_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0700,0.01250000,,,,funded,funded,,,True,True,True,False,,,False,,True,lien|spread_gt_100bp,3,same_borrower_different_facility,high,debt_equity_match|facility_type_match|funded_status_match|conflict:lien|conflict:spread_gt_100bp,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
234618a4c74efe95ce7d0f36,2025-09-30,2025Q3,802e4c8e58047bf2b11def92,d3f57e93244ebcaf353657c5,ASIF,ARCC,1918712,1287750,0001918712-25-000092,0001287750-25-000046,2025-11-14 16:22:00.0,2025-10-27 20:48:00.0,"Flexera Software LLC, First lien senior secured loan 1",Flexera Software LLC,flexera software,flexera software,debt,unknown,other_debt,unknown,first_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,,,,,,funded,funded,,,True,,,,,,,,True,,1,uncertain,low,funded_status_match,20260813,True,uncertain,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
23f9b3ff949674b9b9fb9c86,2025-09-30,2025Q3,9960d445a3370a4d7a929781,9a2937892f80fe27f7cbd847,BCRED,NMFC,1803498,1496099,0001803498-25-000081,0001496099-25-000035,2025-11-13 16:37:00.0,2025-11-03 16:44:00.0,"Maverick Bidco, Inc. 4","Maverick Bidco Inc. 1, First lien - Funded",maverick bidco,maverick bidco,unknown,debt,unknown,other_debt,unknown,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0800,0.0500,0.03000000,,,,funded,funded,,,True,,,,,,False,,True,spread_gt_100bp,1,same_borrower_different_facility,medium,funded_status_match|conflict:spread_gt_100bp,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
2422d0e6c1be9992916b50e3,2025-06-30,2025Q2,182e28ec04751fec746b2e38,e65ad2c1ac4e06fd7f7f0674,OCIC,OBDC,1812554,1655888,0001812554-25-000052,0001655888-25-000020,2025-08-07 16:12:00.0,2025-08-06 16:06:00.0,"Lightbeam Bidco, Inc. (dba Lazer Spot), First lien senior secured loan","Lightbeam Bidco, Inc. (dba Lazer Spot), First lien senior secured loan",lightbeam bidco dba lazer spot,lightbeam bidco dba lazer spot,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0500,0.0500,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
273ef9959cd6319dc2d7b731,2025-06-30,2025Q2,3c540ca7bdae6a200c959ba8,9fb0e4a3d3960a0de6680f92,OCIC,NMFC,1812554,1496099,0001812554-25-000052,0001496099-25-000027,2025-08-07 16:12:00.0,2025-08-04 16:49:00.0,"Asurion, LLC, First lien senior secured loan 1","Asurion, LLC 1, First lien - Funded",asurion,asurion,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0325,0.0425,0.01000000,,,,funded,funded,,,True,True,True,True,,,False,,True,spread_gt_100bp,4,same_borrower_different_facility,medium,debt_equity_match|facility_type_match|lien_match|funded_status_match|conflict:spread_gt_100bp,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
275dd8a7f6efe959853d657b,2025-09-30,2025Q3,2fb765ec30d9705508f8060f,cb73c99acebd2ed2401932d5,BXSL,BCRED,1736035,1803498,0001736035-25-000021,0001803498-25-000081,2025-11-10 06:10:00.0,2025-11-13 16:37:00.0,"Jayhawk Buyer, LLC 2","Jayhawk Buyer, LLC",jayhawk buyer,jayhawk buyer,unknown,unknown,unknown,unknown,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0875,0.0500,0.03750000,,,,funded,funded,,,True,,,,,,False,,True,spread_gt_100bp,1,same_borrower_different_facility,medium,funded_status_match|conflict:spread_gt_100bp,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
27c7b10554f9e07c3e27ebb1,2025-06-30,2025Q2,3612c90135b49d37cf0e8613,ca3a00ad470adae508f1fe02,ARCC,ASIF,1287750,1918712,0001287750-25-000038,0001918712-25-000065,2025-07-28 21:23:00.0,2025-08-08 16:14:00.0,"Firebird Acquisition Corp, Inc., First lien senior secured loan","Firebird Acquisition Corp, Inc., First lien senior secured revolving loan",firebird acquisition,firebird acquisition,debt,debt,other_debt,revolver,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0500,,,,,,funded,funded,,,True,True,False,True,,,,,True,facility_type,3,same_borrower_different_facility,high,debt_equity_match|lien_match|funded_status_match|conflict:facility_type,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
284059f9b94fdb6e608f77b2,2025-06-30,2025Q2,6a322398f1444273e93b06f3,9810fb3f326693f5af0e32c7,ARCC,BXSL,1287750,1736035,0001287750-25-000038,0001736035-25-000018,2025-07-28 21:23:00.0,2025-08-06 06:10:00.0,"IQN Holding Corp., First lien senior secured loan",IQN Holding Corp. 2,iqn,iqn,debt,unknown,other_debt,unknown,first_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0525,0.00500000,,,,funded,funded,,,True,,,,,,False,,True,,1,unrelated,high,funded_status_match,20260813,True,uncertain,manual override after identifier/evidence review; insufficient exact-facility evidence,Codex manual review 2026-08-13
29d35cde96a4a4f0787bfba1,2025-09-30,2025Q3,3fdf1dc193fd25c4df6adc38,f36f8fc41859871318c31010,NMFC,OBDC,1496099,1655888,0001496099-25-000035,0001655888-25-000024,2025-11-03 16:44:00.0,2025-11-05 16:36:00.0,"Park Place Technologies, LLC, First lien 1","Park Place Technologies, LLC, First lien senior secured revolving loan",park place technologies,park place technologies,debt,debt,other_debt,revolver,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,0.00000000,,,,funded,funded,,,True,True,False,True,,,True,,True,facility_type,4,same_borrower_different_facility,high,debt_equity_match|lien_match|spread_match_25bp|funded_status_match|conflict:facility_type,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
29de80a32ceb9f995ccfc550,2025-09-30,2025Q3,32adf46070385cf9c35772aa,cc816ed9c7cde86f9ea7c434,ASIF,HPS,1918712,1838126,0001918712-25-000092,0001838126-25-000073,2025-11-14 16:22:00.0,2025-11-14 13:58:00.0,"Hub International Limited, First lien senior secured loan",HUB International Ltd 1,hub international,hub international,debt,unknown,other_debt,unknown,first_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0225,0.0725,0.05000000,,,,funded,funded,,,True,,,,,,False,,True,spread_gt_100bp,1,same_borrower_different_facility,medium,funded_status_match|conflict:spread_gt_100bp,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
2a8e0311cd0417bf4d44b65b,2025-06-30,2025Q2,4684a71f8669c06130e072b2,f85ee2576f528b9fe87ce9f4,OCIC,HPS,1812554,1838126,0001812554-25-000052,0001838126-25-000055,2025-08-07 16:12:00.0,2025-08-13 17:03:00.0,"Acrisure, LLC, Unsecured notes",Acrisure LLC 1,acrisure,acrisure,unknown,unknown,unknown,unknown,unsecured,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0850,0.0300,0.05500000,,,,funded,funded,,,True,,,,,,False,,True,spread_gt_100bp,1,same_borrower_different_facility,medium,funded_status_match|conflict:spread_gt_100bp,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
2c15010b4c80001f0efbf1bc,2025-06-30,2025Q2,56f464cc659d4277abe60b83,855d185eda77c15195075217,NMFC,ARCC,1496099,1287750,0001496099-25-000027,0001287750-25-000038,2025-08-04 16:49:00.0,2025-07-28 21:23:00.0,"MRI Software LLC, First lien 2","MRI Software LLC, First lien senior secured loan 1",mri software,mri software,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,0.0475,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
2c4726eea92232f3d8b11974,2025-09-30,2025Q3,81399feeb7144236674f5982,a5d990b2cc2795041e445885,OCIC,OBDC,1812554,1655888,0001812554-25-000081,0001655888-25-000024,2025-11-06 16:05:00.0,2025-11-05 16:36:00.0,"Troon Golf, L.L.C., First lien senior secured loan","Troon Golf, L.L.C., First lien senior secured loan",troon golf l l c,troon golf l l c,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,0.0475,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
2ccf10a364c0c9bcfb39dea3,2025-09-30,2025Q3,692a32019e8f428ce45e4f35,8b14fd2eb8812e0da098adc4,OCIC,OBDC,1812554,1655888,0001812554-25-000081,0001655888-25-000024,2025-11-06 16:05:00.0,2025-11-05 16:36:00.0,"IG Investments Holdings, LLC (dba Insight Global), First lien senior secured loan","IG Investments Holdings, LLC (dba Insight Global), First lien senior secured loan",ig investments dba insight global,ig investments dba insight global,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0500,0.0500,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
2ee8226b483b858d92e69cc3,2025-06-30,2025Q2,04ef5734ff527494c8d01913,de6ed79906dffd4d4487671c,ASIF,ARCC,1918712,1287750,0001918712-25-000065,0001287750-25-000038,2025-08-08 16:14:00.0,2025-07-28 21:23:00.0,"Creek Parent, Inc. and Creek Feeder, L.P., First lien senior secured loan","Creek Parent, Inc. and Creek Feeder, L.P.",creek parent and creek feeder,creek parent and creek feeder,debt,unknown,other_debt,unknown,first_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,,,,,,funded,funded,,,True,,,,,,,,True,,1,uncertain,low,funded_status_match,20260813,True,uncertain,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
313e8047998e174c7d994795,2025-09-30,2025Q3,84911d78be4c77157a43a611,c7514c0a4c3ca94e4f934171,ASIF,ARCC,1918712,1287750,0001918712-25-000092,0001287750-25-000046,2025-11-14 16:22:00.0,2025-10-27 20:48:00.0,"Shermco Intermediate Holdings, Inc., First lien senior secured loan","Shermco Intermediate Holdings, Inc., First lien senior secured loan 4",shermco intermediate,shermco intermediate,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0500,0.0500,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
319271d811cba1848e5ff52b,2025-06-30,2025Q2,0e78d3f911447bdb630b0339,2c1fd0d41e7acfdbb22d2996,ARCC,ASIF,1287750,1918712,0001287750-25-000038,0001918712-25-000065,2025-07-28 21:23:00.0,2025-08-08 16:14:00.0,"Collision SP Subco, LLC, First lien senior secured loan","Collision SP Subco, LLC, First lien senior secured loan",collision sp subco,collision sp subco,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,0.0475,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
321cfde2902ad52163c2e25b,2025-09-30,2025Q3,08512613f82c7405632aa594,9269da21fcf9a0c54e6f9aad,BXSL,NMFC,1736035,1496099,0001736035-25-000021,0001496099-25-000035,2025-11-10 06:10:00.0,2025-11-03 16:44:00.0,"ACI Group Holdings, Inc. 1","ACI Group Holdings, Inc., First lien 1",aci,aci,unknown,debt,unknown,other_debt,unknown,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0600,0.0275,0.03250000,,,,funded,funded,,,True,,,,,,False,,True,spread_gt_100bp,1,unrelated,high,funded_status_match|conflict:spread_gt_100bp,20260813,True,same_borrower_different_facility,manual override after identifier/evidence review; insufficient exact-facility evidence,Codex manual review 2026-08-13
3294eb819179851ee675c800,2025-06-30,2025Q2,c377b7e4765e895411c1203d,e8d60c825a94d231b8718f9d,OCIC,NMFC,1812554,1496099,0001812554-25-000052,0001496099-25-000027,2025-08-07 16:12:00.0,2025-08-04 16:49:00.0,"Asurion, LLC, Second lien senior secured loan 1","Asurion, LLC 3, First Lien - Funded",asurion,asurion,debt,debt,other_debt,other_debt,second_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0425,0.01000000,,,,funded,funded,,,True,True,True,False,,,False,,True,lien,3,same_borrower_different_facility,high,debt_equity_match|facility_type_match|funded_status_match|conflict:lien,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
331f3847549b32536088f6e8,2025-06-30,2025Q2,1186d2949a870c9d9ec020fe,eb12b3cc623194fc7c5a8a65,ARCC,ASIF,1287750,1918712,0001287750-25-000038,0001918712-25-000065,2025-07-28 21:23:00.0,2025-08-08 16:14:00.0,"North Haven Stack Buyer, LLC, First lien senior secured loan 6","North Haven Stack Buyer, LLC, First lien senior secured loan 3",north haven stack buyer,north haven stack buyer,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0500,0.00250000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
34012716b5034a63538d4c96,2025-06-30,2025Q2,1539eb973b18128cc2813b5e,7087c601d77f94d19ac5824a,BXSL,NMFC,1736035,1496099,0001736035-25-000018,0001496099-25-000027,2025-08-06 06:10:00.0,2025-08-04 16:49:00.0,"GS Acquisitionco, Inc. 2","GS Acquisitionco, Inc",gs acquisitionco,gs acquisitionco,unknown,debt,unknown,other_debt,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,,,,,,funded,unfunded,,,True,,,,,,,,False,funded_status,0,same_borrower_different_facility,medium,conflict:funded_status,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
341023b2a6d3578c04bcb378,2025-09-30,2025Q3,7c5cacb165100a467d278ab2,e90479c17603106f87e1b13f,ASIF,ARCC,1918712,1287750,0001918712-25-000092,0001287750-25-000046,2025-11-14 16:22:00.0,2025-10-27 20:48:00.0,"Reddy Ice LLC, First lien senior secured revolving loan, 11.75%","Reddy Ice LLC, First lien senior secured revolving loan 3",reddy ice,reddy ice,debt,debt,revolver,revolver,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0450,0.0450,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
348965d08751e3aefcd95ec5,2025-06-30,2025Q2,3b9608622d833662f9f8ae70,4b8a667215b9a8d245125ea9,ASIF,OCSL,1918712,1414932,0001918712-25-000065,0001414932-25-000016,2025-08-08 16:14:00.0,2025-08-04 17:51:00.0,"Bausch + Lomb Corporation, First lien senior secured loan 1","Bausch + Lomb Corp, First Lien Term Loan",bausch lomb,bausch lomb,debt,debt,other_debt,term_loan,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0400,0.0425,0.00250000,,,,funded,funded,,,True,True,False,True,,,False,,True,facility_type,3,same_borrower_different_facility,high,debt_equity_match|lien_match|funded_status_match|conflict:facility_type,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
3528312df93689a81eaabf1a,2025-09-30,2025Q3,cd38169c073de46c830f4e14,dc127a544e34c1388935a8f0,ARCC,ASIF,1287750,1918712,0001287750-25-000046,0001918712-25-000092,2025-10-27 20:48:00.0,2025-11-14 16:22:00.0,"SV Newco 2, Inc. and Site 2020 Incorporated, First lien senior secured loan 2","SV Newco 2, Inc. and Site 2020 Incorporated, First lien senior secured loan 1",sv newco and site,sv newco and site,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,0.0475,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
37b02c13b6b2bae2b762def9,2025-09-30,2025Q3,3f68473e58b722eb8ee98468,e7ff6f33e6597f744ce84005,ARCC,OCSL,1287750,1414932,0001287750-25-000046,0001414932-25-000022,2025-10-27 20:48:00.0,2025-11-17 18:00:00.0,"Nexus Buyer LLC, Second lien senior secured loan","Nexus Buyer LLC, First Lien Term Loan",nexus buyer,nexus buyer,debt,debt,other_debt,term_loan,second_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0400,0.01750000,,,,funded,funded,,,True,True,False,False,,,False,,True,facility_type|lien|spread_gt_100bp,2,same_borrower_different_facility,high,debt_equity_match|funded_status_match|conflict:facility_type|conflict:lien|conflict:spread_gt_100bp,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
37d385842275c54876b2bda5,2025-09-30,2025Q3,35eab7da17b73f127c09db3b,ebf634575c8bfae70e5129c7,OBDC,OCIC,1655888,1812554,0001655888-25-000024,0001812554-25-000081,2025-11-05 16:36:00.0,2025-11-06 16:05:00.0,"Salinger Bidco Inc. (dba Surgical Information Systems), First lien senior secured loan","Salinger Bidco Inc. (dba Surgical Information Systems), First lien senior secured loan",salinger bidco dba surgical information systems,salinger bidco dba surgical information systems,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0575,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
385f452673a82a42d9272f21,2025-06-30,2025Q2,6cc9fff508c6b2e5d3c23bc9,bd350d032bc1101622f04e94,NMFC,BXSL,1496099,1736035,0001496099-25-000027,0001736035-25-000018,2025-08-04 16:49:00.0,2025-08-06 06:10:00.0,"ACI Group Holdings, Inc.","ACI Group Holdings, Inc. 2",aci,aci,debt,unknown,other_debt,unknown,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,0.0550,,,,,funded,funded,,,True,,,,,,,,True,,1,unrelated,high,funded_status_match,20260813,True,uncertain,manual override after identifier/evidence review; insufficient exact-facility evidence,Codex manual review 2026-08-13
3956aac4794bd4e5e5d099f4,2025-09-30,2025Q3,200c1a8447e1fd8e750c9e84,5908ea39af0832e2992db3b0,ASIF,ARCC,1918712,1287750,0001918712-25-000092,0001287750-25-000046,2025-11-14 16:22:00.0,2025-10-27 20:48:00.0,"North Haven Stack Buyer, LLC, First lien senior secured loan 3","North Haven Stack Buyer, LLC, First lien senior secured loan 7",north haven stack buyer,north haven stack buyer,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0475,0.0475,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
39e934fc94ce60544c451d1a,2025-09-30,2025Q3,2329c9da70bd16dcd487867c,56713c352394ee9d20602b1a,ASIF,NMFC,1918712,1496099,0001918712-25-000092,0001496099-25-000035,2025-11-14 16:22:00.0,2025-11-03 16:44:00.0,"Ardonagh Midco 3 Limited, First lien senior secured loan","Ardonagh Midco 3 Limited, First lien - Funded",ardonagh midco,ardonagh midco,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0275,0.0275,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
3a475d6dbf1fea74d31b0fad,2025-06-30,2025Q2,47970a1f2229a7ff948b4d19,e46421d6eda62d2cd895d8b7,BCRED,BXSL,1803498,1736035,0001803498-25-000062,0001736035-25-000018,2025-08-12 16:30:00.0,2025-08-06 06:10:00.0,"JSS Holdings, Inc. 2","JSS Holdings, Inc. 1",jss,jss,unknown,unknown,unknown,unknown,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0525,0.00000000,,,,funded,funded,,,True,,,,,,True,,True,,2,unrelated,high,spread_match_25bp|funded_status_match,20260813,True,uncertain,manual override after identifier/evidence review; insufficient exact-facility evidence,Codex manual review 2026-08-13
3a84ae0d96c3b6687e953ba5,2025-09-30,2025Q3,3101ea8675008ab9c89bdee1,9eb16dbd575ad51cc966a398,ARCC,ASIF,1287750,1918712,0001287750-25-000046,0001918712-25-000092,2025-10-27 20:48:00.0,2025-11-14 16:22:00.0,"PYE-Barker Fire & Safety, LLC","PYE-Barker Fire & Safety, LLC",pye barker fire and safety,pye barker fire and safety,unknown,unknown,unknown,unknown,unknown,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,funded,funded,,,True,,,,,,,,True,,1,uncertain,low,funded_status_match,20260813,True,uncertain,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
3b81deb56c47efab7afc7c51,2025-09-30,2025Q3,87e434b2f615a1253a2f3830,f493d3996ee852d5ff9d9df3,OBDC,OCIC,1655888,1812554,0001655888-25-000024,0001812554-25-000081,2025-11-05 16:36:00.0,2025-11-06 16:05:00.0,"Sitecore Holding III A/S, First lien senior secured EUR term loan","Sitecore Holding III A/S, First lien senior secured EUR term loan",sitecore iii a s eur,sitecore iii a s eur,debt,debt,term_loan,term_loan,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0325,0.0325,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
3b94189a414af4d94fccb934,2025-06-30,2025Q2,4bdf3bb01ba50e3db41adac8,e52f954f7bcb9a0f6326d457,ARCC,MAIN,1287750,1396440,0001287750-25-000038,0001396440-25-000102,2025-07-28 21:23:00.0,2025-08-08 11:04:00.0,"Implus Footcare, LLC, First lien senior secured loan 4","Implus Footcare, LLC, Secured Debt 1",implus footcare,implus footcare,debt,debt,other_debt,other_debt,first_lien,secured_unspecified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0600,0.0600,0.00000000,,,,funded,funded,,,True,True,True,False,,,True,,True,lien,4,same_borrower_different_facility,high,debt_equity_match|facility_type_match|spread_match_25bp|funded_status_match|conflict:lien,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
3cd411a23b250552b66ed790,2025-06-30,2025Q2,1b3c2a3ea51b5a9e8bd9ce7b,c91c719c3c38fddde3385805,OCIC,HPS,1812554,1838126,0001812554-25-000052,0001838126-25-000055,2025-08-07 16:12:00.0,2025-08-13 17:03:00.0,"OneDigital Borrower LLC, Second lien senior secured loan",OneDigital Borrower LLC,onedigital borrower,onedigital borrower,debt,unknown,other_debt,unknown,second_lien,unknown,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0525,0.0300,0.02250000,,,,funded,funded,,,True,,,,,,False,,True,spread_gt_100bp,1,same_borrower_different_facility,medium,funded_status_match|conflict:spread_gt_100bp,20260813,True,same_borrower_different_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
3da52352e1b5243cdcde8b2a,2025-06-30,2025Q2,002d63416c00404860364efb,c7c5cd9303ad1a562d7ef9fc,OBDC,OCIC,1655888,1812554,0001655888-25-000020,0001812554-25-000052,2025-08-06 16:06:00.0,2025-08-07 16:12:00.0,"Interoperability Bidco, Inc. (dba Lyniate), First lien senior secured loan","Interoperability Bidco, Inc. (dba Lyniate), First lien senior secured loan",interoperability bidco dba lyniate,interoperability bidco dba lyniate,debt,debt,other_debt,other_debt,first_lien,first_lien,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0575,0.0575,0.00000000,,,,funded,funded,,,True,True,True,True,,,True,,True,,5,same_facility,high,debt_equity_match|facility_type_match|lien_match|spread_match_25bp|funded_status_match,20260813,True,same_facility,manual confirmation after identifier/evidence review,Codex manual review 2026-08-13
